@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.13945,-0.43846,1.9311,-0.17328,-0.21846,1.82112,2.99437,-0.37414,-0.05965,-0.09145,0.8165,0.99743,0.61952,-0.19752,2.28628,1.26615,1.06106,1.72923,-0.12908,-0.65648,-0.52435,1.0
-0.2354,-0.37155,0.34015,0.33933,-0.00036,1.5025,0.38715,0.23729,0.13058,-0.43062,-0.39286,-0.36831,-0.30259,0.0127,0.25528,-0.00757,1.51003,1.41672,-0.13703,0.06871,-0.75974,1.0
0.04574,-0.405,1.02759,-0.49995,-0.38047,1.25648,0.84567,-0.49889,-0.57921,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.5201,1.27781,1.06012,-0.13226,0.07153,0.48564,2.0
0.00825,0.43135,-0.88351,-0.706,-0.66089,-0.67939,-0.49727,-0.81489,-0.58019,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.82323,-0.88123,-0.14339,-0.31,1.02701,4.0
-0.04798,-0.30464,0.9425,0.63082,1.12128,1.25245,0.19146,1.50277,2.27111,-0.16682,-0.2877,-0.17704,-0.06968,-0.16248,1.96411,2.59731,1.24023,0.94112,-0.10204,-0.52474,0.51366,1.0
-0.29163,-0.405,-1.09347,-0.80149,-0.61103,0.04656,-0.15194,-0.29421,-0.30088,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.45247,-0.46625,0.85122,-0.10286,-0.13862,3.80062,1.28133,3.0
-0.34786,-0.43846,-1.14857,-0.76128,-0.84159,-0.43741,-0.34379,0.32921,-0.63129,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.49462,-0.61945,-0.14498,2.07709,1.18663,4.0
-0.31038,-0.405,-0.77577,0.13328,-0.16861,-0.27609,-0.22868,1.23991,0.40168,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.05204,0.22492,-0.11356,-0.35872,-0.14658,0.68432,0.97864,3.0
-0.04798,-0.13737,0.03959,-0.51,-0.206,-0.11476,-0.22868,-0.695,-0.07758,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.13978,0.07793,-0.13544,0.03084,0.7419,4.0
-0.1042,0.16372,-0.39625,-0.66579,-0.51133,-0.67939,-0.49727,-0.64232,-0.45894,0.5869,0.05408,-0.15819,-0.30259,0.15285,-0.39481,-0.30468,-0.82498,-0.88228,-0.14498,-0.59847,1.0018,5.0
-0.27289,-0.43846,0.30649,-0.06272,-0.05021,-0.19542,-0.03683,0.306,-0.27641,-0.43062,-0.39286,-0.36831,-0.30259,0.22292,1.17637,1.1315,-0.04889,-0.15244,-0.13385,-0.34546,-0.62359,3.0
0.58928,1.6357,-0.27015,-0.43462,-0.32439,-0.43741,-0.34379,-0.77505,-0.46593,-0.43062,-0.39286,-0.36831,-0.30259,-0.12745,-0.25066,-0.34058,-0.34255,-0.26972,-0.13544,-0.42805,-0.83158,3.0
0.96414,1.23425,0.41851,1.04794,0.93434,-0.19542,-0.11357,0.68069,-0.24542,2.09433,1.89442,2.83901,1.87336,0.04774,3.97277,3.12421,0.12591,0.83813,-0.1259,-0.58356,-0.81266,2.0
-0.19792,-0.405,0.71111,0.64589,-0.07514,-0.51807,-0.15194,-0.47732,-0.48993,-0.09145,-0.26141,-0.30651,-0.30259,-0.02234,-0.28021,-0.18888,-0.60369,-0.70689,-0.14817,-0.6315,-0.79656,3.0
-0.34786,-0.405,-0.6509,-0.8819,-0.56742,-0.67939,-0.49727,-0.79549,-0.24665,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.53806,-0.82323,-0.88228,-0.14817,2.6383,1.21097,5.0
-0.06672,0.06336,-1.03042,-0.40446,-0.55495,-0.67939,-0.49727,0.13238,0.27218,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.82323,-0.86448,-0.11954,-0.4776,0.98122,4.0
-0.34786,-0.43846,-1.28507,-0.99246,-0.84783,-0.43741,-0.30542,-0.77628,-0.63187,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.52454,-0.4842,-0.35653,-0.65401,-0.14817,2.83692,1.28735,5.0
1.05785,-0.37155,1.90723,0.21369,0.92811,-0.27609,-0.11357,-0.08244,3.31613,0.0593,-0.16939,-0.27561,-0.30259,0.22292,3.71331,2.39714,-0.12055,-0.06029,-0.14817,-0.52836,-0.77926,1.0
-0.21666,-0.33809,1.09798,0.90723,1.45154,-0.27609,-0.22868,0.26216,-0.1422,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,1.45024,1.93038,-0.0856,-0.46448,-0.13385,0.11706,0.52841,2.0
-0.31038,-0.405,-0.86821,-0.79646,-0.56118,-0.19542,-0.38216,-0.74984,-0.49793,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.52908,-0.36876,-0.45087,-0.14817,0.13196,-0.60615,5.0
-0.31038,-0.405,-0.73721,-0.51,-0.55495,-0.67939,-0.49727,-0.72789,-0.52158,-0.24219,-0.2877,-0.31887,-0.30259,-0.16248,-0.14976,-0.04437,-0.81974,-0.72312,-0.10681,-0.64158,-0.51003,4.0
1.50768,0.59862,1.98436,2.42999,2.44856,2.46641,0.0399,0.78993,0.12014,0.21004,0.56674,0.88619,0.74321,-0.16248,3.1079,2.62154,3.02577,3.08315,-0.14817,-0.47236,-0.72908,1.0
-0.1042,-0.43846,1.42548,2.88732,-0.16861,-0.67939,-0.49727,2.06078,-0.21873,3.60176,4.26057,4.71767,4.01838,-0.19752,0.52772,6.31073,-0.82149,-0.37547,-0.1418,-0.65729,-0.7416,2.0
-0.31038,-0.43846,-0.68212,-0.41954,-0.26208,-0.0341,-0.42053,-0.4992,-0.45225,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.51113,0.31294,-0.18176,-0.14021,-0.45504,-0.61437,4.0
-0.34786,-0.405,-1.30344,-0.99246,-0.84159,-0.67939,-0.49727,-0.79331,-0.63148,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82297,-0.88212,-0.14817,2.28739,1.28534,5.0
-0.3666,-0.43846,-1.09103,-0.83164,-0.06268,-0.51807,-0.38216,-0.43673,0.50582,-0.39293,-0.37972,-0.36213,-0.30259,-0.05737,-0.59661,-0.55601,-0.56454,-0.65401,-0.14658,-0.59081,1.01474,5.0
-0.31038,-0.405,-0.49603,-0.39944,-0.56742,0.04656,-0.15194,-0.14725,-0.12419,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.12093,-0.20594,0.60485,-0.0938,-0.14021,2.62501,1.27113,3.0
-0.32912,-0.405,-0.72558,-0.82159,-0.56742,-0.51807,-0.42053,-0.66884,-0.19548,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.43932,-0.69738,-0.75244,-0.14021,1.17583,0.94114,4.0
-0.32912,-0.405,-1.13204,-0.86179,-0.76682,-0.59873,-0.4589,-0.78932,-0.64524,-0.43062,-0.39286,-0.36831,-0.30259,-0.05737,-0.53895,-0.28672,-0.63271,-0.75034,-0.13862,-0.16496,0.91273,5.0
-0.2354,-0.27119,1.2351,2.57573,0.71001,0.28855,1.19099,1.39913,-0.52688,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.33715,-0.36751,0.73245,0.40463,-0.12908,0.2911,0.19207,1.0
-0.31038,-0.43846,-0.01244,-0.25369,-0.33062,-0.51807,-0.19031,-0.14291,-0.12442,-0.39293,-0.36657,-0.35595,-0.30259,0.64336,-0.40922,-0.40341,-0.50161,-0.33568,-0.1418,-0.48244,-0.7442,3.0
0.51431,1.40152,1.34284,1.37964,1.85035,0.36921,-0.0752,0.1234,1.06096,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,0.35139,0.21824,-0.13226,0.25162,0.75388,2.0
-0.3666,-0.43846,-1.20305,-0.60549,-0.62973,-0.67939,-0.49727,-0.3184,0.1629,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.12093,0.00949,-0.82673,-0.87704,-0.13226,-0.21089,1.00367,5.0
-0.29163,-0.405,-0.11222,0.71123,0.29874,-0.59873,-0.42053,-0.73021,-0.44763,0.3231,-0.02479,0.07664,-0.10861,-0.05737,-0.43805,-0.44829,-0.66067,-0.65715,-0.14498,-0.60894,1.00182,4.0
-0.25415,-0.405,0.65847,-0.28887,-0.06268,-0.43741,-0.11357,-0.53446,-0.32183,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.20742,-0.31365,-0.25165,-0.2226,-0.1259,0.43896,0.48567,3.0
-0.12295,-0.23773,0.68418,0.64589,0.90941,0.85318,0.11664,0.33056,0.9903,-0.27988,-0.34028,-0.34359,-0.30259,0.04774,-0.06328,-0.11618,1.04009,1.27897,-0.12749,-0.56462,0.11526,1.0
-0.16043,-0.17082,0.10081,0.6861,0.7287,0.36921,-0.34379,1.26959,-0.08694,-0.35525,-0.36657,-0.35595,-0.30259,0.92365,-0.49571,-0.37649,0.29022,0.22243,-0.14817,-0.63835,-0.81427,2.0
-0.3666,-0.43846,-1.24835,-0.902,-0.66712,-0.59873,-0.4589,-0.82092,-0.64158,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.67754,-0.8138,-0.14817,0.0812,1.03612,5.0
-0.1042,-0.33809,1.56994,0.34938,0.21773,0.69185,-0.0752,0.72611,-0.32528,-0.05376,-0.26141,-0.30651,-0.30259,0.50321,-0.5822,-0.54703,1.2883,0.72923,-0.12749,-0.62425,0.70671,2.0
-0.27289,-0.30464,1.91029,0.18354,0.44206,-0.59873,-0.4589,-0.77606,-0.56206,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.52908,-0.66067,-0.69484,-0.13862,-0.53763,0.11763,3.0
-0.31038,-0.37155,-0.72252,-0.37431,-0.27454,-0.67939,-0.49727,-0.77541,-0.48711,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.45727,-0.80899,-0.6471,-0.13226,-0.54045,-0.79202,5.0
0.38311,1.36806,0.65908,0.54036,-0.00036,-0.35675,-0.38216,0.36359,-0.37168,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.52555,1.13689,-0.5461,-0.55013,-0.11795,-0.40266,-0.52618,2.0
-0.2354,-0.405,0.11366,0.22374,-0.16861,-0.0341,-0.22868,5.16136,-0.4168,3.71482,9.63698,10.90364,8.28313,0.08277,1.37817,1.16741,-0.09434,1.98159,-0.13624,-0.66937,-0.56043,1.0
-0.32912,-0.43846,0.41055,-0.25872,-0.14368,0.12722,-0.0752,-0.60913,-0.20741,-0.27988,-0.11681,-0.01606,-0.11424,-0.19752,-0.22184,-0.09823,0.06298,-0.15663,-0.13703,-0.6452,1.0242,2.0
-0.08546,-0.00355,-0.2928,-0.05769,0.23643,-0.43741,-0.34379,1.30583,1.67447,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,3.59799,3.77049,-0.35129,-0.17757,-0.14817,-0.07915,-0.56753,2.0
0.45808,-0.07046,1.58157,2.15358,1.90643,2.0631,0.4236,1.43867,0.93923,3.33796,4.06339,4.09351,3.81035,0.43314,3.32412,2.63052,3.09044,3.38891,-0.12113,-0.65447,-0.70132,1.0
-0.25415,-0.43846,-0.4544,-0.51,-0.77305,0.76848,0.42168,-0.25435,-0.55124,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.40386,1.76357,0.82096,-0.14339,3.95855,1.31428,2.0
0.04574,0.13026,-0.25301,-0.36426,-0.24962,-0.43741,-0.38216,-0.23213,-0.2689,1.07681,0.71134,0.78732,1.089,0.32803,-0.20742,0.06335,-0.56628,-0.27914,-0.14419,-0.66132,-0.85174,3.0
