@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.2354,-0.20428,0.77477,0.15338,0.24266,-0.43741,-0.11357,1.04915,1.1575,-0.10681,0.11303,0.74089,2.0
0.25191,1.13389,-0.15078,-0.33913,-0.23092,-0.67939,-0.49727,-0.43147,-0.47661,-0.1418,-0.59444,-0.74873,4.0
-0.31038,-0.405,0.11489,-0.47985,-0.16238,-0.67939,-0.4589,-0.78983,-0.5356,-0.14021,-0.26931,0.92756,4.0
-0.27289,-0.405,0.07755,-0.08282,-0.05021,-0.19542,-0.26705,0.62501,0.19094,-0.14419,-0.35794,-0.64673,2.0
-0.32912,-0.405,-0.9031,-0.70097,-0.7045,-0.59873,-0.4589,-0.80665,-0.60326,-0.14817,-0.18672,0.99868,5.0
-0.21666,-0.405,0.59358,-0.08785,-0.03152,-0.0341,0.07827,-0.64946,0.04798,-0.14817,-0.23426,-0.51391,2.0
-0.17918,-0.405,1.36059,0.50015,0.81594,1.49847,-0.19031,0.07548,0.07538,-0.1259,-0.62465,0.43776,1.0
-0.34786,-0.43846,-0.52663,-0.68087,-0.64842,-0.51807,-0.42053,-0.77629,-0.16378,-0.14021,1.23063,0.95579,5.0
-0.1042,-0.37155,-0.20893,0.22877,-0.25585,-0.19946,-0.19223,0.59099,-0.55466,-0.13385,-0.58759,-0.78601,3.0
-0.34786,-0.43846,-0.83576,-0.61554,-0.49264,-0.43741,-0.34379,-0.06872,0.00487,-0.14817,-0.65688,-0.79945,3.0
0.17694,0.66553,-0.78434,-0.44467,-0.21223,1.09516,0.07827,-0.56126,-0.50619,-0.14339,2.19312,1.29368,3.0
0.04574,0.09681,-0.06202,-0.07277,-0.31193,-0.27609,-0.30542,0.44296,-0.15553,-0.13067,-0.49694,0.43684,3.0
-0.2354,-0.33809,0.08979,0.6861,2.08091,0.04656,-0.26705,-0.21866,0.13274,-0.14578,-0.29792,-0.74159,3.0
0.51431,1.80297,-0.18873,-0.48487,-0.44279,-0.51807,-0.38216,0.2043,-0.41924,-0.13703,-0.48163,0.48755,4.0
-0.29163,-0.43846,0.69213,0.31923,0.04949,0.61119,1.19099,0.7163,-0.10248,-0.1426,-0.39098,-0.54955,2.0
-0.32912,-0.405,-0.80822,-0.69092,-0.59857,-0.67939,-0.49727,-0.79944,-0.51164,-0.13783,-0.62304,-0.74485,5.0
-0.25415,-0.30464,-0.41584,-0.314,-0.5051,-0.35675,-0.30542,0.2773,-0.52096,-0.1418,-0.54408,-0.80978,4.0
-0.32912,-0.43846,0.39953,0.81174,0.62277,-0.19542,-0.26705,3.13156,0.45646,-0.14817,-0.64923,-0.69542,2.0
-0.21666,-0.33809,-0.70232,-0.314,-0.19977,-0.43741,-0.34379,-0.35591,-0.45855,-0.14419,-0.64722,-0.85766,4.0
-0.17918,-0.13737,-1.05736,-0.62056,-0.49264,-0.51807,-0.15194,-0.72797,-0.53637,-0.13544,-0.37084,-0.757,5.0
-0.32912,-0.43846,-0.6056,-0.69092,-0.59234,-0.11476,-0.22868,-0.67284,-0.56363,-0.13385,-0.34546,-0.61491,3.0
-0.21666,-0.405,0.38178,-0.37431,-0.21223,-0.0341,-0.0752,-0.0026,-0.10074,-0.14419,-0.64037,-0.64818,2.0
0.1582,-0.405,1.46526,0.87707,0.18035,1.82112,1.34447,-0.168,-0.23187,-0.12431,-0.41475,0.71379,1.0
-0.2354,-0.37155,0.46625,1.1183,1.10259,1.33715,-0.26705,0.02902,-0.00507,-0.10681,0.90389,0.65699,2.0
-0.34786,-0.43846,0.57399,-0.22857,0.23643,-0.67939,-0.49727,-0.52658,0.42776,-0.13226,0.45467,0.76339,4.0
-0.02923,-0.33809,0.6199,1.25902,1.31445,3.19236,0.50034,-0.02709,-0.4793,-0.12908,-0.35553,0.50193,1.0
-0.06672,-0.33809,1.40466,0.37451,0.3112,0.04656,0.27204,-0.17654,-0.26811,-0.12987,-0.47881,-0.75106,1.0
0.66425,2.0706,0.76988,1.32938,1.76311,0.20788,-0.38216,2.68034,5.33655,-0.14021,-0.01509,-0.78589,1.0
-0.02923,0.3979,-1.14979,-0.51,-0.53626,-0.67939,-0.49727,0.36086,1.21915,-0.13226,0.93531,1.17842,3.0
0.72048,2.20442,-0.67538,-0.46477,-0.13745,-0.27609,-0.22868,-0.77878,-0.11649,-0.14578,-0.46954,-0.90043,2.0
-0.3666,-0.43846,-1.31874,-1.02764,-0.86029,-0.67939,-0.49727,-0.82093,-0.61349,-0.14817,2.33131,1.30345,5.0
