@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.27289,-0.43846,-1.02614,-0.52005,-0.66712,0.04656,-0.15194,-0.62678,-0.52708,-0.13862,-0.33981,0.93309,5.0
-0.31038,-0.37155,0.15345,-0.35923,-0.1873,-0.35675,-0.22868,-0.78394,-0.30529,-0.14021,-0.60411,-0.47012,3.0
-0.21666,-0.33809,0.29853,0.14333,-0.04398,0.28855,0.0399,-0.01829,-0.51177,-0.14817,-0.57671,-0.47421,2.0
0.25191,0.26408,0.16386,-0.01246,-0.23092,1.57913,0.57708,1.83229,-0.02678,-0.12749,0.11907,-0.56679,1.0
-0.02923,-0.03701,0.04816,0.62077,-0.16238,1.57913,2.53393,3.05504,-0.44483,-0.13385,-0.43973,-0.54687,2.0
-0.32912,-0.405,-0.43236,-0.63062,-0.0876,-0.67939,-0.49727,-0.7589,0.11526,-0.13624,-0.57711,-0.63227,4.0
-0.21666,-0.405,1.32815,0.67605,0.99042,0.28451,0.03799,1.38432,1.65591,-0.14498,-0.62627,-0.75304,1.0
-0.19792,-0.43846,0.91006,0.6861,0.90941,1.25648,-0.11357,-0.20159,-0.39446,-0.14817,-0.37205,-0.8273,1.0
-0.2354,-0.43846,0.51951,1.08815,1.62602,2.05907,3.33202,0.54464,0.49202,-0.13862,-0.62788,-0.59892,1.0
-0.12295,-0.20428,0.32914,-0.15318,0.06195,-0.35675,-0.4589,-0.70768,-0.50205,-0.14021,0.25806,-0.83877,3.0
0.06448,0.19717,0.58317,0.44989,0.21773,-0.11476,-0.0752,0.89094,0.63644,-0.12749,-0.65568,0.47334,2.0
-0.19792,-0.13737,-1.29793,-0.96231,-0.8229,-0.67939,-0.49727,-0.80817,-0.60134,-0.14817,-0.54247,1.01692,5.0
