@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.14169,-0.37155,1.22775,0.27902,-0.11876,-0.43741,-0.38216,0.70981,-0.41377,-0.14817,-0.6593,-0.59757,2.0
-0.21666,-0.37155,-0.69252,-0.08785,0.20527,-0.27609,-0.26705,-0.29796,-0.48994,-0.14021,-0.40992,-0.84551,4.0
-0.29163,-0.405,-0.77026,-0.77133,-0.49887,-0.35675,-0.38216,-0.63624,-0.14569,-0.13703,-0.1698,0.51723,4.0
0.73922,1.80297,-0.30198,-0.43964,-0.34932,-0.59873,-0.4589,0.11163,-0.46619,-0.13385,0.08281,1.04454,2.0
-0.3666,-0.43846,-1.31446,-1.01759,-0.76682,-0.67939,-0.49727,-0.81406,-0.48457,-0.14817,2.36797,1.3051,5.0
0.00825,-0.405,0.37321,0.02272,0.11803,1.0145,0.73056,-0.2171,0.24463,-0.13385,-0.53239,0.48969,2.0
-0.29163,-0.43846,0.75396,0.52528,0.49191,0.53053,0.65382,0.46659,-0.44545,-0.14817,-0.66011,-0.53954,1.0
-0.32912,-0.405,-1.13204,-0.86179,-0.76682,-0.59873,-0.4589,-0.78932,-0.64524,-0.13862,-0.16496,0.91273,5.0
-0.17918,0.06336,-1.27712,-0.96231,-0.74812,-0.67939,-0.49727,-0.75687,-0.44858,-0.14498,0.10859,1.04904,3.0
-0.31038,-0.43846,-0.54194,0.04784,0.20527,0.53053,-0.34379,0.44898,-0.54955,-0.13862,2.23824,1.29181,3.0
-0.02923,0.13026,-1.08062,-0.26877,-0.48641,-0.35675,0.0399,0.11555,1.07187,-0.13862,0.96231,1.18241,3.0
1.69511,3.81021,1.75664,0.30918,0.13673,-0.67939,-0.49727,0.17208,0.896,-0.1259,-0.10413,-0.00499,3.0
-0.19792,-0.43846,0.43871,0.57553,-0.0876,0.04656,-0.11357,3.92457,-0.14294,-0.1426,-0.5477,-0.60236,3.0
-0.31038,-0.43846,0.23548,-0.41451,-0.43033,-0.43741,-0.11357,-0.76323,-0.48266,-0.14817,-0.45423,-0.73007,4.0
-0.27289,-0.43846,-0.25607,0.18856,0.40467,1.74045,-0.19031,0.08104,-0.40177,-0.11954,-0.05457,1.01789,2.0
-0.34786,-0.405,-0.81618,-0.81154,-0.69204,-0.67939,-0.49727,-0.79866,-0.502,-0.13226,-0.55375,-0.75738,5.0
-0.2354,-0.37155,-0.12323,-0.28385,-0.41786,-0.35675,-0.30542,-0.21742,-0.41916,-0.14817,-0.38333,-0.72741,4.0
-0.1042,-0.13737,0.69887,0.80169,0.69132,0.04656,-0.15194,0.10315,0.39019,-0.13862,-0.64681,-0.7146,2.0
-0.06672,0.33099,-0.81801,-0.35923,-0.41786,-0.67939,-0.49727,-0.28321,0.26477,-0.13067,-0.12709,1.01429,4.0
-0.34786,-0.405,-1.22019,-0.9422,-0.68581,-0.67939,-0.49727,-0.78734,0.05706,-0.14817,1.57912,1.21328,5.0
-0.3666,-0.43846,-0.66498,-0.75123,-0.33686,-0.67939,-0.49727,-0.74992,0.0835,-0.14339,1.05054,1.07753,3.0
0.19568,0.43135,-0.19179,-0.12805,0.06195,-0.27609,-0.30542,1.3875,0.93057,-0.14021,-0.63755,-0.58873,2.0
-0.01049,-0.00355,-0.03998,-0.16826,-0.31193,1.74449,3.42411,-0.11779,-0.46279,-0.14021,-0.65527,-0.51659,1.0
-0.17918,-0.23773,0.58929,0.02774,-0.04398,0.28855,0.8073,-0.56926,-0.37781,-0.13703,-0.4498,0.49299,2.0
-0.27289,-0.30464,-1.19754,-0.73615,-0.62973,-0.59873,-0.42053,-0.74997,-0.12921,-0.14817,-0.65124,1.00785,4.0
0.10197,0.29753,1.96171,0.94241,0.59162,0.28855,-0.0752,-0.30164,-0.04161,-0.14419,-0.53803,-0.77739,1.0
0.08322,-0.13737,0.4736,0.24384,0.34859,1.09516,0.38523,2.54345,0.3301,-0.13624,-0.62747,-0.69605,1.0
0.88916,1.66915,1.8552,0.1182,-0.02529,1.82112,2.91763,-0.23251,-0.37465,-0.11158,-0.58316,0.51106,1.0
-0.12295,-0.17082,1.22775,-0.02251,0.0121,-0.59873,-0.4589,0.15249,-0.20659,-0.13544,-0.198,0.1638,3.0
-0.17918,-0.43846,-0.15996,0.56046,0.82841,1.65979,-0.26705,-0.11987,-0.46951,-0.14498,-0.57107,0.98013,2.0
-0.32912,-0.37155,-1.27589,-1.00251,-0.83536,-0.67939,-0.49727,-0.76691,-0.31256,-0.14817,2.1065,1.26798,5.0
