@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
15.09621,0.06336,1.11757,-0.14313,0.08688,-0.11476,0.03799,-0.49046,0.50737,-0.14817,-0.62989,-0.63297,1.0
-0.3666,-0.43846,-1.30466,-1.00754,-0.79798,-0.67939,-0.49727,-0.81124,-0.53146,-0.14498,2.64717,1.26272,5.0
-0.27289,-0.405,1.82643,0.44989,1.05897,-0.76006,-0.49727,0.07381,3.90902,-0.14021,-0.5888,-0.81168,1.0
0.08322,-0.20428,-0.47644,0.26395,0.04326,-0.11476,-0.0752,-0.25321,-0.28436,-0.14658,-0.63231,-0.81373,2.0
-0.12295,-0.00355,-1.1149,0.3142,-0.46771,-0.67939,-0.49727,1.18941,2.73324,-0.13544,1.60893,1.20003,5.0
-0.27289,-0.43846,-0.32463,-0.52508,-0.75436,1.0145,2.87926,0.01657,-0.58873,-0.1418,1.42723,1.1951,3.0
-0.04798,-0.33809,0.84088,-0.05267,0.0121,0.04656,-0.11357,0.2498,-0.05781,-0.13067,-0.64641,0.471,2.0
-0.02923,-0.37155,2.67179,5.8826,7.4461,1.41781,-0.11357,3.63268,6.77295,-0.14817,-0.34828,-0.64165,1.0
-0.32912,-0.405,-1.2765,-0.86682,-0.77305,-0.67939,-0.49727,-0.45638,-0.63638,-0.14658,2.25637,1.26442,5.0
-0.01049,0.06336,0.52441,0.37451,0.1118,-0.59873,-0.4589,-0.17837,0.06184,-0.13624,-0.6037,-0.48378,3.0
0.75796,-0.27119,0.90026,-0.06272,-0.29947,4.24097,5.91046,-0.33251,-0.47834,-0.14339,-0.27294,-0.52282,1.0
0.08322,0.63207,-1.24161,-0.77133,-0.72943,-0.59873,-0.4589,0.75985,1.25682,-0.13544,1.56301,1.20396,5.0
0.88916,1.13389,-0.26097,0.79666,-0.03775,0.20788,0.07827,1.51145,3.22382,5.97548,-0.67542,-3.14704,1.0
0.19568,-0.43846,1.02085,0.28907,-0.12499,2.38575,3.33969,0.05547,-0.44341,-0.13385,-0.16295,-0.5193,1.0
-0.04798,-0.10392,-0.14344,0.75646,0.3299,0.53053,1.19099,2.78476,1.9533,-0.12431,-0.42361,-0.68863,2.0
