@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
0.85168,-0.23773,0.13815,-0.22354,-0.15615,-0.51807,-0.38216,-0.65983,-0.11,-0.14817,-0.57268,-0.69078,3.0
-0.3666,-0.43846,-1.20305,-0.60549,-0.62973,-0.67939,-0.49727,-0.3184,0.1629,-0.13226,-0.21089,1.00367,9.0
-0.27289,-0.43846,0.30649,-0.06272,-0.05021,-0.19542,-0.03683,0.306,-0.27641,-0.13385,-0.34546,-0.62359,5.0
-0.25415,-0.43846,-0.4544,-0.51,-0.77305,0.76848,0.42168,-0.25435,-0.55124,-0.14339,3.95855,1.31428,4.0
1.05785,-0.37155,1.90723,0.21369,0.92811,-0.27609,-0.11357,-0.08244,3.31613,-0.14817,-0.52836,-0.77926,2.0
-0.16043,-0.17082,0.10081,0.6861,0.7287,0.36921,-0.34379,1.26959,-0.08694,-0.14817,-0.63835,-0.81427,4.0
-0.34786,-0.43846,-1.14857,-0.76128,-0.84159,-0.43741,-0.34379,0.32921,-0.63129,-0.14498,2.07709,1.18663,8.0
-0.04798,-0.30464,0.9425,0.63082,1.12128,1.25245,0.19146,1.50277,2.27111,-0.10204,-0.52474,0.51366,2.0
-0.2354,-0.405,0.11366,0.22374,-0.16861,-0.0341,-0.22868,5.16136,-0.4168,-0.13624,-0.66937,-0.56043,1.0
0.25191,0.26408,0.16386,-0.01246,-0.23092,1.57913,0.57708,1.83229,-0.02678,-0.12749,0.11907,-0.56679,2.0
-0.29163,-0.33809,0.53665,-0.15318,-0.21846,-0.43741,-0.30542,-0.76614,-0.5349,-0.14817,-0.61096,-0.74931,5.0
1.62013,1.20079,-0.02958,0.29913,0.41091,0.04656,-0.15194,-0.24381,0.05536,-0.14817,-0.35472,-0.75323,4.0
-0.31038,-0.405,-0.86821,-0.79646,-0.56118,-0.19542,-0.38216,-0.74984,-0.49793,-0.14817,0.13196,-0.60615,9.0
-0.25415,-0.43846,-0.313,0.02272,-0.17484,-0.35675,-0.30542,-0.09275,-0.47299,-0.1426,-0.62385,-0.53371,7.0
-0.29163,-0.405,1.15369,0.94743,1.18982,0.04656,-0.30542,0.03829,0.44831,-0.13703,-0.61539,-0.59372,3.0
-0.32912,-0.405,0.70376,-0.05769,-0.04398,-0.67939,-0.49727,-0.76683,-0.53959,-0.12431,-0.52554,-0.02716,7.0
