@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.27289,-0.37155,0.5238,-0.31903,-0.26208,0.44987,0.69219,-0.24996,-0.55353,-0.12113,0.39988,0.21407,4.0
-0.2354,-0.30464,-0.56704,-0.65072,-0.24962,-0.51807,-0.42053,-0.66813,-0.43347,-0.12431,-0.31282,0.01977,7.0
-0.2354,-0.43846,1.10839,0.46497,0.60408,0.93384,0.19338,-0.03365,-0.02494,-0.12749,-0.52111,-0.66072,2.0
-0.34786,-0.405,-1.29426,-0.99749,-0.72943,-0.67939,-0.49727,-0.78688,-0.59594,-0.14817,2.22776,1.29612,10.0
-0.21666,-0.27119,0.26241,0.65594,0.31744,-0.0341,0.34686,0.21704,-0.46787,-0.13862,-0.26971,-0.46759,3.0
-0.34786,-0.405,-1.29058,-0.97738,-0.78551,-0.67939,-0.49727,-0.78958,-0.60617,-0.14817,2.20561,1.28092,10.0
0.08322,0.63207,-1.24161,-0.77133,-0.72943,-0.59873,-0.4589,0.75985,1.25682,-0.13544,1.56301,1.20396,9.0
-0.29163,-0.43846,0.08367,0.16343,-0.43033,0.04656,-0.15194,-0.12005,-0.52202,-0.14817,-0.65004,-0.61908,4.0
0.55179,1.7026,0.02001,0.06795,-0.45525,0.28855,0.0399,0.10154,-0.49892,-0.13544,-0.64601,-0.52375,4.0
-0.12295,-0.23773,-0.31483,-0.36426,-0.38047,-0.0341,-0.15194,-0.46393,-0.55131,-0.14817,-0.48808,-0.74122,6.0
-0.32912,-0.405,-1.2765,-0.86682,-0.77305,-0.67939,-0.49727,-0.45638,-0.63638,-0.14658,2.25637,1.26442,10.0
-0.27289,-0.43846,-0.50521,-0.43462,-0.00036,-0.59873,-0.49727,-0.53618,-0.4461,-0.14021,-0.65286,-0.64739,6.0
0.25191,1.13389,-0.15078,-0.33913,-0.23092,-0.67939,-0.49727,-0.43147,-0.47661,-0.1418,-0.59444,-0.74873,7.0
-0.27289,-0.30464,-0.68457,-0.314,-0.23092,-0.67939,-0.49727,0.37498,-0.48043,0.84593,-0.673,-3.14706,1.0
-0.29163,-0.43846,0.16998,-0.09287,-0.18107,-0.0341,-0.19031,0.40441,0.06603,-0.12749,-0.59283,0.48013,5.0
-0.3666,-0.43846,0.32118,-0.01749,-0.287,-0.67939,-0.49727,-0.48745,-0.46467,-0.14498,-0.60532,-0.47632,7.0
-0.34786,-0.43846,-1.1804,-0.67082,-0.71697,-0.59873,-0.49727,0.29238,-0.497,-0.14658,-0.24433,1.0332,8.0
-0.25415,-0.43846,0.27466,-0.21349,0.0121,-0.67939,-0.49727,0.43604,-0.52148,-0.13544,0.01915,0.87008,7.0
-0.16043,-0.30464,0.8115,0.51523,-0.16238,2.22442,2.956,0.15339,-0.52528,-0.11317,-0.53803,-0.55316,2.0
-0.16043,-0.405,-0.20955,-0.55021,-0.38671,-0.67939,-0.49727,-0.60003,-0.50862,-0.14817,-0.57752,0.99644,9.0
0.17694,0.36444,1.65319,0.59564,0.29874,0.77655,0.46389,-0.07556,-0.0187,-0.13862,-0.60129,-0.48056,2.0
-0.02923,-0.37155,0.86904,1.17358,0.46076,1.25648,0.07827,0.02446,-0.23873,-0.14419,-0.6456,-0.59806,3.0
0.30814,1.30116,-0.87249,-0.64569,-0.35555,-0.67939,-0.49727,-0.33933,0.08424,-0.13703,-0.07351,0.49684,9.0
-0.31038,-0.43846,0.34872,-0.47482,-0.21223,-0.19542,-0.15194,-0.37895,-0.60054,-0.12908,0.98648,0.91834,6.0
0.32688,1.13389,-0.99002,-0.4899,-0.54872,0.04656,-0.15194,0.72809,-0.34914,-0.13862,0.40955,1.09806,3.0
0.53305,-0.405,0.55746,-0.10292,-0.34309,3.99898,5.94883,0.21752,-0.44364,-0.14658,-0.6311,-0.55213,1.0
-0.31038,-0.405,0.03347,-0.19339,-0.23715,-0.59873,-0.4589,-0.69848,-0.41838,-0.13544,-0.48364,0.49198,9.0
-0.01049,0.06336,0.52441,0.37451,0.1118,-0.59873,-0.4589,-0.17837,0.06184,-0.13624,-0.6037,-0.48378,5.0
-0.14169,-0.405,1.22592,2.78179,3.33964,1.33311,-0.11357,1.17469,1.90994,-0.13226,-0.63755,-0.77011,2.0
-0.34786,-0.405,-1.31017,-1.00251,-0.86652,-0.67939,-0.49727,-0.79149,-0.63848,-0.14817,1.22781,1.15756,10.0
0.43934,1.36806,-0.42379,-0.19841,-0.16238,-0.19542,0.53871,0.02765,0.1111,4.90981,-0.67461,-3.14705,1.0
0.75796,-0.27119,0.90026,-0.06272,-0.29947,4.24097,5.91046,-0.33251,-0.47834,-0.14339,-0.27294,-0.52282,1.0
-0.06672,-0.30464,-0.19792,0.0981,-0.19353,-0.59873,-0.4589,1.38032,-0.12938,-0.14817,-0.65245,-0.78436,3.0
0.19568,-0.43846,1.02085,0.28907,-0.12499,2.38575,3.33969,0.05547,-0.44341,-0.13385,-0.16295,-0.5193,1.0
-0.32912,-0.43846,0.31322,0.00764,0.49814,-0.27609,0.07827,-0.67579,-0.40122,-0.14817,-0.50943,-0.66956,5.0
-0.21666,-0.37155,0.88373,0.29913,-0.03152,-0.19542,0.30849,-0.06552,-0.2466,-0.12272,0.85635,0.01409,5.0
-0.31038,-0.43846,-0.68212,-0.38436,0.20527,-0.51807,-0.11357,-0.31842,-0.52481,-0.1426,-0.65406,-0.64104,7.0
