@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.08546,-0.27119,0.80722,-0.08785,-0.14368,-0.0341,1.11042,0.42569,-0.10658,-0.09727,-0.62747,-0.03964,3.0
-0.25415,-0.405,-0.12691,-0.33913,-0.22469,-0.43741,-0.38216,-0.53712,-0.05141,-0.13703,0.11021,0.51743,8.0
-0.17918,-0.30464,0.87394,0.00764,0.1118,-0.27609,-0.34379,0.00334,0.11553,-0.14021,-0.1279,-0.5163,4.0
-0.32912,-0.43846,-0.84556,-0.41451,-0.39294,-0.43741,0.76893,0.82769,-0.0536,-0.13703,-0.42684,1.0148,7.0
-0.04798,0.3979,-1.29793,-0.94723,-0.79798,-0.67939,-0.49727,-0.55945,-0.5894,-0.14658,2.34339,1.30106,10.0
-0.27289,-0.37155,0.92046,0.21872,0.49191,-0.27609,-0.26705,-0.0871,1.10154,-0.12749,-0.42845,0.13885,5.0
0.21442,0.36444,-0.36503,-0.40446,-0.26208,-0.35675,-0.30542,0.14849,0.89572,-0.12272,-0.60491,0.49397,6.0
-0.3666,-0.43846,-0.0204,-0.69092,-0.51133,-0.67939,-0.49727,-0.81322,-0.62237,-0.14021,0.9474,1.06337,5.0
0.32688,0.96662,-0.61907,-0.79646,-0.61103,-0.67939,-0.49727,-0.75246,-0.53789,-0.14658,-0.59081,0.9726,5.0
-0.2354,-0.27119,-1.05613,-0.73113,-0.53003,-0.43741,-0.42053,0.0818,-0.50228,1.08452,-0.67219,-3.14706,1.0
-0.32912,-0.405,-1.23794,-0.84169,-0.83536,-0.67939,-0.49727,0.26786,-0.60105,-0.14498,2.65402,1.2739,10.0
-0.34786,-0.43846,-0.31606,-0.54015,-0.57365,-0.43741,-0.38216,-0.09228,-0.62656,-0.13226,-0.56825,0.90852,8.0
-0.21666,-0.405,-0.40053,-0.59041,-0.37424,-0.0341,0.07827,-0.75341,-0.18011,-0.13385,1.28824,0.8145,7.0
-0.34786,-0.43846,1.11206,0.23379,0.39221,-0.67939,-0.34379,1.71464,1.65872,-0.11476,-0.58517,-0.76986,3.0
-0.3666,-0.43846,-1.29793,-0.98241,-0.83536,-0.67939,-0.49727,-0.75158,-0.54968,-0.14817,0.36443,1.05114,9.0
0.64551,2.03715,0.9578,0.36446,0.74117,-0.36078,-0.38408,-0.63599,-0.08062,-0.10522,-0.61096,-0.85409,5.0
-0.19792,-0.405,0.89108,0.74641,0.64147,0.28855,0.19338,1.6842,0.14257,-0.12749,0.29916,0.75471,4.0
3.02584,-0.23773,1.60177,0.37954,0.6477,0.60716,0.07636,0.05929,0.99002,-0.12908,0.39746,0.72989,2.0
0.1582,-0.00355,0.88557,0.80671,0.61031,1.09516,0.96078,1.21103,0.1544,-0.11317,0.23268,0.00572,4.0
-0.29163,-0.405,-0.80761,-0.83164,-0.67335,-0.43741,-0.4589,-0.76913,-0.48807,-0.12749,-0.27656,-0.74333,8.0
-0.31038,-0.43846,0.60521,-0.07277,0.09311,-0.19542,-0.0752,-0.43623,-0.45155,-0.13226,-0.64278,-0.76919,2.0
15.09621,0.06336,1.11757,-0.14313,0.08688,-0.11476,0.03799,-0.49046,0.50737,-0.14817,-0.62989,-0.63297,1.0
0.34562,1.06698,-0.39013,-0.44467,-0.3057,1.25648,1.42121,0.44893,1.24349,-0.1418,2.5678,1.27189,2.0
-0.1042,-0.00355,0.00715,-0.34415,-0.33062,-0.0341,-0.0752,-0.17468,-0.0646,-0.14817,-0.63714,-0.6577,5.0
0.00825,0.13026,-0.18567,-0.15318,-0.28077,0.12722,-0.11357,-0.33859,-0.33481,-0.12908,-0.57228,-0.73422,4.0
-0.34786,-0.43846,0.85557,-0.05769,-0.33686,-0.67939,-0.49727,-0.01178,0.66247,-0.12908,0.64121,0.04266,9.0
-0.29163,-0.43846,-0.83454,-0.39441,-0.17484,0.20788,-0.38216,-0.55291,-0.57347,-0.14021,2.37482,1.30601,7.0
-0.25415,-0.405,1.04656,2.28927,2.57941,0.36517,-0.34379,0.95323,2.19213,-0.13226,-0.51144,-0.55546,3.0
-0.02923,-0.30464,-0.35034,-0.16826,-0.23092,-0.43741,-0.11357,0.7709,-0.33682,-0.14021,-0.62143,-0.75733,7.0
