@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.31038,-0.43846,0.77906,0.06292,0.41091,0.36921,-0.34379,-0.50907,0.32723,-0.11158,-0.53199,-0.74089,4.0
-0.32912,-0.43846,-0.16486,-0.25872,-0.1873,-0.59873,-0.4589,-0.26497,-0.33474,-0.1259,-0.53642,-0.62465,7.0
0.13945,0.19717,0.4179,0.28907,0.33613,0.69589,1.38668,1.04861,2.08806,-0.1418,-0.478,-0.57795,2.0
-0.34786,-0.405,-1.11306,-0.89195,-0.67335,-0.67939,-0.49727,-0.78124,0.32536,-0.14658,1.56663,1.20408,10.0
-0.17918,-0.17082,-0.20955,-0.26877,-0.4054,-0.27609,-0.0752,-0.33831,-0.48563,-0.12828,-0.58557,-0.62275,3.0
-0.3666,-0.43846,-1.28997,-0.97236,-0.80421,-0.67939,-0.49727,-0.76613,-0.51898,-0.14817,0.38014,1.05107,10.0
-0.17918,-0.13737,-1.05736,-0.62056,-0.49264,-0.51807,-0.15194,-0.72797,-0.53637,-0.13544,-0.37084,-0.757,9.0
0.72048,2.20442,-0.67538,-0.46477,-0.13745,-0.27609,-0.22868,-0.77878,-0.11649,-0.14578,-0.46954,-0.90043,4.0
-0.32912,-0.43846,-1.16632,-0.87687,-0.69827,-0.11476,-0.22868,-0.43391,-0.44819,-0.14021,-0.64681,1.08027,4.0
-0.32912,-0.43846,-0.6056,-0.69092,-0.59234,-0.11476,-0.22868,-0.67284,-0.56363,-0.13385,-0.34546,-0.61491,6.0
-0.3666,-0.43846,-0.8327,-0.72108,-0.66712,-0.67939,-0.49727,-0.31374,-0.57572,-0.13783,-0.40186,-0.70004,10.0
0.027,-0.20428,0.03653,-0.26877,-0.14368,-0.51807,-0.38216,-0.68344,-0.35349,-0.1418,-0.58114,-0.83424,6.0
0.45808,1.23425,0.1002,-0.57533,-0.41163,-0.27609,-0.30542,-0.66221,-0.32418,-0.13703,-0.21412,0.72994,7.0
1.07659,2.77314,1.81724,1.25902,1.47647,0.84914,-0.34379,0.05996,-0.39769,0.97318,-0.68227,-3.147,1.0
-0.25415,-0.33809,0.12713,-0.24867,-0.06268,-0.0341,0.0399,0.08256,0.64436,-0.11795,-0.07995,0.68097,5.0
-0.17918,-0.20428,-0.72497,-0.51,-0.44279,-0.0341,-0.19031,-0.54494,-0.40778,-0.12749,-0.49291,-0.84634,7.0
-0.31038,-0.405,0.07449,-0.30898,-0.26208,-0.59873,-0.4589,-0.73882,0.55949,-0.13703,-0.61498,0.45359,8.0
-0.34786,-0.43846,-0.10181,-0.43462,-0.43656,-0.59873,-0.4589,0.08088,0.03671,-0.13624,-0.25561,-0.74506,7.0
-0.21666,-0.405,0.65847,-0.21349,-0.21846,2.05907,3.82891,-0.69013,-0.56446,-0.12431,-0.57792,-0.53304,2.0
-0.34786,-0.43846,-1.02491,-0.55021,-0.62973,-0.67939,-0.49727,-0.00772,-0.45928,-0.14817,-0.65084,-0.68982,9.0
0.1582,-0.405,1.46526,0.87707,0.18035,1.82112,1.34447,-0.168,-0.23187,-0.12431,-0.41475,0.71379,2.0
-0.2354,-0.43846,-0.63988,-0.68087,-0.75436,0.69185,0.23175,-0.27975,-0.46919,-0.13226,0.06549,1.12989,3.0
-0.32912,-0.405,-0.80822,-0.69092,-0.59857,-0.67939,-0.49727,-0.79944,-0.51164,-0.13783,-0.62304,-0.74485,9.0
0.17694,0.66553,-0.78434,-0.44467,-0.21223,1.09516,0.07827,-0.56126,-0.50619,-0.14339,2.19312,1.29368,6.0
0.08322,-0.37155,0.25384,0.42477,0.59162,1.66383,0.23367,0.09281,-0.23299,-0.13544,-0.6037,-0.50943,3.0
0.66425,2.0706,0.76988,1.32938,1.76311,0.20788,-0.38216,2.68034,5.33655,-0.14021,-0.01509,-0.78589,1.0
-0.31038,-0.405,-0.96737,-0.55021,-0.34932,-0.0341,-0.42053,-0.54602,-0.46953,-0.14498,2.21729,1.27201,9.0
-0.16043,-0.405,0.77906,0.11318,0.0121,0.04656,-0.15194,-0.15526,0.27454,-0.12749,-0.64319,-0.62542,5.0
1.09534,2.17096,0.86904,-0.03257,0.24266,1.82112,0.4236,-0.13926,0.09856,-0.14817,-0.64681,-0.60656,2.0
-0.32912,-0.405,-1.24896,-0.88692,-0.8229,-0.67939,-0.49727,-0.43927,-0.65294,-0.14658,2.27248,1.28309,10.0
-0.19792,-0.43846,0.23058,0.862,0.08688,-0.43741,-0.38216,0.24931,-0.24641,0.86184,-0.67824,-3.14703,1.0
0.53305,-0.405,0.45279,0.32928,-0.13122,4.00705,6.11574,-0.17397,-0.38711,-0.13385,-0.65406,-0.555,1.0
0.81419,2.27132,-0.18322,0.06795,-0.31193,-0.35675,0.0399,1.99697,-0.07905,-0.09886,-0.62909,0.61125,3.0
-0.29163,-0.43846,0.85802,1.08815,1.24591,0.60716,-0.34379,1.44777,4.4898,-0.14339,-0.6593,-0.7561,1.0
-0.27289,-0.43846,-0.25729,-0.30395,-0.66712,0.36921,0.11664,0.05468,-0.53487,-0.12749,-0.65487,-0.64031,5.0
-0.34786,-0.405,0.91006,0.08302,0.04326,-0.59873,-0.19031,0.09606,1.65042,-0.13783,-0.65688,-0.75781,5.0
0.70174,1.40152,-0.72435,-0.52005,-0.44279,-0.67939,-0.49727,-0.73604,-0.42044,-0.14498,-0.33135,-0.84226,7.0
