@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.05339,-0.37291,-0.3344,0.23032,0.37054,-0.73842,-0.35527,-1.55707,-0.16297,0.68454,-0.63493,-0.27274,0.24693,0.34671,-0.53663,0.02525,5.0
-0.11532,0.11143,-0.42394,0.71833,-0.68745,-0.02541,-0.35527,-0.52745,-0.7037,-1.12498,-0.16114,-0.41082,0.22657,-0.11398,-0.02347,-1.48234,1.0
-0.11018,-0.15632,-0.39989,0.42159,0.24483,0.25257,-0.35527,-0.09978,-0.7037,-0.53422,-0.21598,-0.37958,0.24233,-0.37324,-0.24052,-1.48234,1.0
-0.08546,0.15944,-0.39049,-0.79931,-0.75424,-0.10104,-0.35527,-0.21875,0.45645,1.5567,-0.48626,-0.36849,0.29419,0.82371,-0.8393,0.77905,4.0
-0.07396,1.40453,-0.41266,-0.58979,-1.0518,-3.1437,-0.33756,-2.70167,0.13599,6.02069,2.91592,-0.40571,0.30114,0.47335,-0.96562,-0.05013,5.0
-0.11804,-2.77188,-0.42394,-2.03701,-2.14403,1.87433,-0.35527,3.25298,-0.7037,-1.12498,1.53128,-0.41082,0.32971,0.43765,-1.19221,1.53284,4.0
0.11092,0.39658,-0.01976,-0.43362,-0.16366,-0.1374,-0.09254,-0.22288,0.39971,1.28379,-0.68733,-0.02217,-2.57678,0.64213,0.62474,-0.47728,5.0
-0.09082,-0.7847,-0.42031,2.10124,1.95021,-1.39963,0.61341,-1.64397,-0.7037,-0.11664,-0.18036,-0.40193,0.30485,0.08235,-0.67976,1.19782,1.0
-0.09236,-0.18118,-0.41242,1.45013,1.39195,-0.72308,0.51933,-0.82934,-0.7037,-0.41345,-0.09105,-0.40079,0.30164,0.22719,-0.64526,0.14122,3.0
-0.1117,0.03367,-0.42394,-0.79693,-0.32695,0.17204,-0.35527,-0.15388,-0.7037,-0.21089,0.11986,-0.41082,0.27563,-0.64914,-1.19221,1.31747,2.0
-0.1035,0.09635,-0.34371,-1.14658,-1.03716,0.57892,-0.35527,0.71406,0.47033,0.79898,-0.43522,-0.36799,0.20989,0.25331,1.42761,-0.27627,4.0
-0.10303,-0.61108,-0.42394,-0.49259,0.29805,0.76599,-0.35527,0.74048,-0.7037,-0.49196,-0.23556,-0.41082,0.32971,-0.03179,-0.27963,0.02525,1.0
-0.10391,-0.38838,-0.42394,-0.02578,0.238,0.29458,-0.35527,-0.05091,-0.7037,-0.24651,-0.71219,-0.41082,0.32971,-0.72369,-0.59527,1.53284,2.0
-0.09409,-0.72013,0.57551,0.08453,0.28639,-0.05533,-0.35527,-0.63565,-0.11492,-0.26168,-0.08791,0.48056,0.19451,0.4935,-0.0819,0.67136,2.0
0.08918,0.53587,-0.38617,-1.40937,-1.38174,1.12376,-0.16643,1.91728,-0.13564,-0.24308,-0.44257,-0.36778,0.10005,-1.50833,-0.0026,-0.06461,5.0
-0.10409,-0.26846,-0.42394,1.80116,1.4123,-0.82262,0.10012,-1.1334,-0.23465,0.16961,0.22704,-0.41082,0.21003,0.28875,-0.22673,0.9298,2.0
0.04007,-0.98797,0.58251,0.07443,-0.31477,-1.44197,-0.1561,-2.00653,-0.41342,1.672,-0.55135,0.5135,0.23448,0.09829,-0.9033,-0.39997,4.0
-0.11452,0.25941,-0.37394,-1.23972,-1.36,0.82947,-0.35527,1.36276,-0.7037,0.26971,-0.16114,-0.33708,0.02028,-1.22992,-1.19221,0.02525,5.0
-0.11769,1.11556,-0.42394,-0.48347,-1.49067,0.7506,-0.35527,0.52454,-0.7037,-1.12498,2.38952,-0.41082,0.32971,0.2115,-1.19221,-1.48234,1.0
-0.10571,-0.9111,-0.39258,0.25746,0.68156,-0.55346,-0.109,-0.79733,2.67672,0.81877,0.16326,-0.39026,0.32971,-0.34961,-0.29499,0.02525,3.0
0.27199,0.18769,0.18598,-0.86012,-0.68468,0.56462,-0.3492,0.6193,-0.05212,0.15706,-0.43443,0.23765,0.21334,-0.64549,-0.18239,-0.39113,4.0
-0.06101,-1.14149,0.1967,1.14058,1.54374,-0.99483,0.52781,-1.01863,-0.00096,-0.35723,-0.39237,0.19163,0.26396,0.32633,-0.85116,0.29936,3.0
-0.11221,0.14159,-0.10615,0.25791,0.57628,0.00306,-0.35527,-0.50097,-0.7037,-0.15311,0.2247,-0.08197,0.27221,-1.19938,0.39394,1.53284,2.0
-0.11552,0.94947,-0.42394,0.64851,-0.50725,0.54618,-0.35527,0.5389,1.87609,-0.23495,-0.46069,-0.41082,0.32971,-0.98623,-1.19221,1.53284,2.0
-0.10664,1.11556,-0.40704,-0.68955,-1.35066,1.00745,-0.35527,1.23073,-0.02528,-0.89092,-0.75832,-0.38607,0.32971,-1.62499,-0.31565,-1.48234,5.0
-0.11485,1.13631,-0.26034,0.46912,-0.03316,1.04563,-0.35527,1.28146,-0.7037,-1.12498,-0.21045,-0.10318,0.32971,-1.39813,-1.19221,1.53284,3.0
-0.06465,0.3256,-0.40528,-1.01474,-0.84129,0.31085,-0.31131,0.08204,0.65263,0.38281,-0.71428,-0.39982,-0.46237,0.94043,0.00953,-1.14732,5.0
4.25493,0.27491,-0.30108,-0.49634,-0.82718,-0.12198,-0.21117,-0.31214,0.33785,1.29286,1.14789,-0.27853,-0.46705,1.43766,-0.16073,-0.41829,5.0
-0.11444,0.0906,-0.42394,1.23119,0.64804,0.38268,-0.35527,0.18349,-0.7037,-0.52103,-0.26962,-0.41082,0.15105,-0.31864,-1.19221,1.53284,1.0
-0.11245,-0.42254,3.3765,0.28749,0.50623,0.74443,-0.35527,0.6409,0.73794,-0.62761,-0.21976,3.16543,0.32971,-0.57318,1.71573,0.52778,2.0
-0.09515,-0.57449,-0.41964,0.22929,-0.11512,0.30621,-0.35527,0.10762,-0.07427,-0.20209,0.03088,-0.41082,0.26547,-0.45021,-0.36362,0.69529,3.0
-0.11314,-1.20706,-0.42394,-0.25654,-0.36213,0.84908,-0.35527,0.76566,-0.7037,-0.8628,-0.06004,-0.41082,0.32971,0.57428,-0.22673,-0.47728,2.0
-0.10421,-0.80716,-0.42394,2.20232,2.12003,-0.9388,0.85715,-0.75926,-0.7037,-0.61383,-0.61226,-0.41082,0.32971,-0.48216,-0.37581,1.53284,1.0
-0.10374,-0.42599,-0.38996,-0.07397,-0.44125,0.75129,-0.35527,0.65269,-0.7037,-1.03574,0.13391,-0.37307,0.25051,-0.03554,0.2882,-1.48234,3.0
-0.11013,-0.12416,-0.42394,2.06839,2.00675,-1.07901,0.67769,-1.34997,-0.7037,-0.98347,1.09521,-0.41082,0.32971,-0.12662,-0.30396,-0.27627,1.0
-0.11062,-0.10572,-0.42394,0.05819,0.83934,-0.00631,-0.35527,-0.36579,0.23441,-0.31586,-0.41126,-0.41082,0.23397,-0.51035,-0.18284,1.23132,2.0
-0.01293,-0.84477,1.19517,-0.0469,0.31889,-0.13194,0.10088,-0.36579,0.40989,-0.22854,-0.05458,1.18164,0.18575,0.3675,0.50077,0.23083,2.0
-0.1144,1.4172,-0.3754,-1.12651,-1.05003,-0.24635,-0.35527,-0.75226,1.19983,0.51683,2.46802,-0.34138,-0.73876,0.81823,2.27749,1.53284,1.0
-0.11378,1.0549,-0.42394,-0.4142,-0.17104,0.51154,-0.35527,0.14715,1.12868,0.13937,-0.54217,-0.41082,0.32971,-0.49295,0.04146,1.53284,3.0
-0.10315,-0.21809,-0.41087,-0.08819,0.07765,0.17388,-0.35527,-0.17104,-0.7037,-0.31001,-0.32856,-0.41082,0.3056,-0.23173,-0.40425,-1.48234,2.0
-0.00971,-0.95215,0.5114,0.53742,1.20544,-0.65371,0.04627,-1.08141,-0.00528,-0.23783,-0.29213,0.40913,0.30055,0.42207,-0.38589,0.62829,2.0
-0.09846,0.70949,-0.23363,-1.06003,-1.0398,1.16085,-0.35527,1.71036,-0.28475,-0.33003,-0.69379,-0.2427,0.30833,-1.29335,-0.36976,-0.8123,4.0
-0.11154,-0.49942,-0.42394,1.68341,1.36979,-2.05702,3.48162,0.32717,0.68683,-0.16551,-0.59693,-0.41082,0.32971,-0.86422,-0.82211,-1.48234,3.0
-0.07939,-0.42384,-0.42137,0.1412,0.39264,0.06869,0.25662,0.10773,0.13061,-0.5493,-0.70455,-0.41082,-0.17053,-0.72996,0.21115,0.8628,3.0
0.01935,-0.16822,-0.41884,4.06428,0.04297,0.41109,-0.14908,1.0445,-0.34468,-0.41279,0.74627,-0.40754,0.31139,0.10076,-0.74287,0.14382,4.0
0.00624,-1.07044,-0.29175,2.86025,1.74115,-1.05623,0.41686,-0.87532,0.33121,0.18717,1.53013,-0.29944,0.16336,2.17522,-0.52752,-0.31084,4.0
-0.11721,1.98132,-0.42394,0.36392,-0.37995,0.73017,-0.35527,0.70644,-0.7037,-1.12498,0.49341,-0.41082,0.32971,-0.71412,0.6583,-1.48234,1.0
-0.10087,0.55536,-0.40687,-0.93725,-1.05285,1.10664,-0.35527,1.18603,-0.7037,-0.85584,-0.6822,-0.39184,0.32971,-1.40037,1.18702,-1.48234,4.0
-0.11045,-0.06264,-0.42394,2.64986,0.21232,-0.93563,-0.35527,-0.98203,-0.7037,0.95821,3.03585,-0.41082,0.25721,1.91597,-0.66971,-1.48234,5.0
-0.10022,0.12651,1.11316,-0.25565,-0.43685,0.92544,-0.35527,0.92225,0.24576,-0.79741,-0.28651,0.99197,0.20858,-0.11538,1.17402,1.53284,2.0
-0.1111,-0.59705,-0.31576,-0.46444,0.13653,0.07636,0.03402,0.10982,0.41667,0.42113,1.11917,-0.36995,0.32971,-0.89532,-0.32138,0.52778,3.0
-0.11593,1.10253,-0.42394,0.41976,-0.23117,-0.7599,-0.35527,-1.24894,-0.7037,0.08292,7.04625,-0.41082,0.32971,0.02504,-1.19221,-1.48234,5.0
-0.08241,-1.44817,-0.3794,0.7202,1.10283,-0.85964,0.94168,-0.64495,-0.28159,-0.39686,-0.50672,-0.38002,0.28663,-0.10924,-0.70367,-0.09072,2.0
-0.1105,0.14103,-0.42394,0.70661,0.12593,0.82947,-0.35527,0.86096,-0.7037,-0.9608,-0.17008,-0.41082,0.32971,-0.79669,-0.05924,1.53284,3.0
-0.08235,-0.27366,-0.41283,-0.52517,-0.24641,0.58091,-0.35527,0.46998,-0.05733,-0.41882,-0.51461,-0.40296,0.31871,-0.75103,0.03345,-0.19012,3.0
-0.11611,2.51605,-0.29971,-0.17276,-0.63196,0.37977,-0.35527,0.11088,-0.7037,-0.03397,0.48747,-0.41082,0.32971,0.44681,0.88961,-1.48234,1.0
-0.05311,-0.02693,-0.42241,-0.74515,-0.32864,0.74132,-0.35527,0.70561,0.95787,-0.4415,-0.40642,-0.41082,0.21231,0.63643,0.56421,0.36027,2.0
-0.1091,0.20231,-0.42394,-0.6583,-0.53528,0.51863,-0.35527,0.26775,-0.7037,-0.41445,-0.66277,-0.41082,0.28767,-0.07939,-0.93987,-0.8793,3.0
-0.09642,0.17856,0.69479,-0.14333,0.03151,0.04304,-0.08152,-0.14241,-0.01212,-0.05129,0.23738,0.83803,0.22384,0.14703,0.5229,0.12576,2.0
-0.08936,0.45743,0.43447,-1.07352,-1.12243,0.99686,-0.35527,1.33164,0.47033,-0.36552,-0.39827,0.3387,0.22487,-1.06873,0.11403,-1.18082,4.0
-0.11649,1.83344,-0.42394,-1.39258,-1.57497,1.31496,-0.35527,2.1616,-0.7037,0.48555,-0.8239,-0.41082,0.32971,1.36852,0.95677,-1.48234,4.0
-0.0558,-0.46555,-0.41913,0.82274,1.06194,-0.72627,0.29508,-0.93965,-0.14415,-0.19837,-0.23537,-0.40265,0.12984,0.03363,-0.69226,0.55494,2.0
-0.11496,-0.24221,-0.42394,0.28014,0.84353,0.06112,-0.35527,-1.0937,-0.7037,-0.73623,0.01622,-0.41082,0.21471,-0.06772,-0.68753,0.02525,1.0
0.14852,-0.17577,-0.41942,0.07818,0.17269,-0.47084,0.041,-0.81306,-0.25828,0.33486,-0.316,-0.40777,0.3084,0.52966,-0.55675,-0.55459,3.0
-0.01212,0.2242,-0.24057,-1.02466,-1.34061,1.07178,-0.35527,1.55495,-0.39297,-0.28079,-0.47075,-0.22662,0.26629,-1.64564,-0.18284,-0.55212,5.0
0.44849,0.01952,-0.40425,-0.42291,-0.62236,0.20373,-0.13335,0.22927,0.25925,0.39167,-0.61861,-0.39707,-0.17804,-0.24895,-0.18761,-0.32024,4.0
0.13094,0.35683,-0.3558,-1.36924,-1.13701,0.90937,-0.23814,1.18177,0.41622,0.09623,-0.78313,-0.35537,-0.65403,-0.86674,0.80012,-0.40549,4.0
-0.06845,0.85957,-0.39985,-1.64156,-1.86056,1.41285,-0.35527,2.03533,0.22223,-0.28644,-0.45798,-0.38548,0.2234,-1.80503,1.13943,-0.43862,5.0
-0.11411,-0.19669,-0.40125,0.00601,0.16196,0.45196,-0.35527,0.21672,-0.7037,-0.54684,0.61864,-0.41082,0.15869,-0.12135,0.54264,-0.47728,2.0
-0.11707,0.39365,-0.42394,3.34434,1.81616,-0.98018,-0.35527,-1.55998,-0.7037,-0.44855,1.45555,-0.41082,0.32971,0.57732,-1.19221,1.53284,1.0
-0.0536,-1.16792,-0.38677,0.04019,-0.18972,-1.39421,-0.35527,-2.1499,-0.7037,1.28229,-0.75247,-0.37471,0.1883,0.06059,-1.00056,-1.48234,5.0
-0.09522,-0.24117,-0.39806,0.43895,0.47914,-0.13317,0.14148,-0.30469,-0.7037,-0.51708,-0.5883,-0.41082,0.28066,0.28887,-0.68464,-0.97981,3.0
0.00709,0.53641,0.17333,-0.9888,-0.89644,-0.22431,-0.35527,-0.20795,2.35582,2.41548,-0.34172,0.23328,-1.25427,1.31494,0.03261,-0.8123,4.0
